model,scenario,region,variable,unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
REMIND-MAgPIE 3.5-4.11,SSP1 - Very Low Emissions,World,Emissions|CO2|AFOLU,Mt CO2/yr,364,371,378,385,393,400,408,416,424,433,441,450,458,467,476,486,495,505,515,525,535,545,556,567,578,589,601,612,624,637,649,662,675,688,701,715,729,743,757,772,787,803,818,834,850,867,884,901,919,937,955,974,993,1012,1032,1052,1072,1093,1114,1136,1158,1181,1204,1227,1251,1276,1300,1326,1352,1378,1405,1432,1460,1489,1518,1547,1577,1608,1639,1671,1704,1737,1771,1806,1841,1877,1913,1950,1988,2027,2067,2107,2148,2190,2233,2276,2320,2366,2412,2459,2640,2821,2859,2907,2916,2880,2971,2953,2976,3040,2782,2769,2742,2709,2620,2573,2610,2572,2540,2586,2837,2856,3054,2982,3180,3264,3285,3183,3279,3272,3382,3379,3559,3481,3634,3633,3547,3694,3569,3680,3953,4163,4104,4291,4307,4312,4247,4407,4360,4450,4509,4536,4630,4600,4682,4830,4840,4751,4842,4949,4750,4830,4689,4517,4599,4574,4525,4548,4551,4484,4606,4842,4806,4911,4924,4922,4933,4969,4943,4897,5023,5188,5237,5301,5341,5264,5304,5372,5422,5361,5462,5742,5773,5724,5702,5696,5651,5640,5554,5480,6211,6564,6482,6593,6985,7128,7224,7328,7196,7749,6710,6825,6335,6165,5863,5629,5226,5404,5336,5840,5698,5121,5394,5247,5142,5063,5087,5517,5416,4690,4971,4833,4547,4788,5643,5294,5531,5343,5174,4956,4980,4973,5261,4977,5893,5436,6016,7411,6148,6007,5301,4768,5131,6080,5407,4894,5336,4597,4883,5277,5491,5282,5656,5119,5400,5535,4409,4234,3847,3789,3441,3555,3543,3627,3353,3078,2814,2550,2285,2020,1754,1364,973,582,191,-201,-533,-867,-1200,-1534,-1869,-2039,-2210,-2381,-2552,-2723,-2827,-2930,-3034,-3138,-3242,-3248,-3253,-3258,-3264,-3269,-3241,-3212,-3183,-3154,-3125,-3162,-3199,-3236,-3272,-3309,-3346,-3382,-3419,-3456,-3493,-3553,-3612,-3672,-3732,-3792,-3852,-3912,-3971,-4031,-4091,-4130,-4169,-4208,-4248,-4287,-4326,-4365,-4404,-4443,-4482,-4504,-4527,-4549,-4572,-4594,-4616,-4639,-4661,-4683,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706,-4706
AIM 3.0,SSP2 - Low Overshoot_a,World,Emissions|CO2|AFOLU,Mt CO2/yr,364,371,378,385,393,400,408,416,424,433,441,450,458,467,476,486,495,505,515,525,535,545,556,567,578,589,601,612,624,637,649,662,675,688,701,715,729,743,757,772,787,803,818,834,850,867,884,901,919,937,955,974,993,1012,1032,1052,1072,1093,1114,1136,1158,1181,1204,1227,1251,1276,1300,1326,1352,1378,1405,1432,1460,1489,1518,1547,1577,1608,1639,1671,1704,1737,1771,1806,1841,1877,1913,1950,1988,2027,2067,2107,2148,2190,2233,2276,2320,2366,2412,2459,2640,2821,2859,2907,2916,2880,2971,2953,2976,3040,2782,2769,2742,2709,2620,2573,2610,2572,2540,2586,2837,2856,3054,2982,3180,3264,3285,3183,3279,3272,3382,3379,3559,3481,3634,3633,3547,3694,3569,3680,3953,4163,4104,4291,4307,4312,4247,4407,4360,4450,4509,4536,4630,4600,4682,4830,4840,4751,4842,4949,4750,4830,4689,4517,4599,4574,4525,4548,4551,4484,4606,4842,4806,4911,4924,4922,4933,4969,4943,4897,5023,5188,5237,5301,5341,5264,5304,5372,5422,5361,5462,5742,5773,5724,5702,5696,5651,5640,5554,5480,6211,6564,6482,6593,6985,7128,7224,7328,7196,7749,6710,6825,6335,6165,5863,5629,5226,5404,5336,5840,5698,5121,5394,5247,5142,5063,5087,5517,5416,4690,4971,4833,4547,4788,5643,5294,5531,5343,5174,4956,4980,4973,5261,4977,5893,5436,6016,7411,6148,6007,5301,4768,5131,6080,5407,4894,5336,4597,4883,5277,5491,5282,5656,5119,5400,5535,4409,4234,3847,3789,3441,3555,3543,3627,3572,3518,3246,2973,2701,2429,2157,2055,1953,1852,1750,1648,1545,1442,1339,1235,1132,1029,926,823,720,616,512,408,304,200,95,101,107,114,120,126,132,138,144,150,157,122,88,54,19,-14,-49,-84,-118,-153,-188,-206,-223,-241,-259,-277,-294,-312,-330,-348,-365,-382,-399,-416,-433,-450,-466,-483,-500,-517,-533,-536,-539,-541,-544,-547,-549,-552,-554,-557,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560,-560
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions_f,World,Emissions|CO2|AFOLU,Mt CO2/yr,364,371,378,385,393,400,408,416,424,433,441,450,458,467,476,486,495,505,515,525,535,545,556,567,578,589,601,612,624,637,649,662,675,688,701,715,729,743,757,772,787,803,818,834,850,867,884,901,919,937,955,974,993,1012,1032,1052,1072,1093,1114,1136,1158,1181,1204,1227,1251,1276,1300,1326,1352,1378,1405,1432,1460,1489,1518,1547,1577,1608,1639,1671,1704,1737,1771,1806,1841,1877,1913,1950,1988,2027,2067,2107,2148,2190,2233,2276,2320,2366,2412,2459,2640,2821,2859,2907,2916,2880,2971,2953,2976,3040,2782,2769,2742,2709,2620,2573,2610,2572,2540,2586,2837,2856,3054,2982,3180,3264,3285,3183,3279,3272,3382,3379,3559,3481,3634,3633,3547,3694,3569,3680,3953,4163,4104,4291,4307,4312,4247,4407,4360,4450,4509,4536,4630,4600,4682,4830,4840,4751,4842,4949,4750,4830,4689,4517,4599,4574,4525,4548,4551,4484,4606,4842,4806,4911,4924,4922,4933,4969,4943,4897,5023,5188,5237,5301,5341,5264,5304,5372,5422,5361,5462,5742,5773,5724,5702,5696,5651,5640,5554,5480,6211,6564,6482,6593,6985,7128,7224,7328,7196,7749,6710,6825,6335,6165,5863,5629,5226,5404,5336,5840,5698,5121,5394,5247,5142,5063,5087,5517,5416,4690,4971,4833,4547,4788,5643,5294,5531,5343,5174,4956,4980,4973,5261,4977,5893,5436,6016,7411,6148,6007,5301,4768,5131,6080,5407,4894,5336,4597,4883,5277,5491,5282,5656,5119,5400,5535,4409,4234,3847,3789,3441,3555,3543,3627,3547,3467,3018,2569,2120,1671,1221,1017,812,608,403,199,-56,-312,-568,-823,-1079,-1294,-1508,-1722,-1937,-2151,-2357,-2564,-2770,-2977,-3183,-3313,-3443,-3573,-3703,-3833,-3957,-4081,-4205,-4329,-4453,-4525,-4598,-4671,-4744,-4817,-4890,-4962,-5035,-5108,-5181,-5205,-5229,-5253,-5277,-5300,-5324,-5348,-5372,-5396,-5420,-5436,-5451,-5467,-5482,-5498,-5514,-5529,-5545,-5560,-5576,-5561,-5546,-5532,-5517,-5502,-5487,-5472,-5457,-5443,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428,-5428
COFFEE 1.6,SSP2 - Medium-Low Emissions,World,Emissions|CO2|AFOLU,Mt CO2/yr,364,371,378,385,393,400,408,416,424,433,441,450,458,467,476,486,495,505,515,525,535,545,556,567,578,589,601,612,624,637,649,662,675,688,701,715,729,743,757,772,787,803,818,834,850,867,884,901,919,937,955,974,993,1012,1032,1052,1072,1093,1114,1136,1158,1181,1204,1227,1251,1276,1300,1326,1352,1378,1405,1432,1460,1489,1518,1547,1577,1608,1639,1671,1704,1737,1771,1806,1841,1877,1913,1950,1988,2027,2067,2107,2148,2190,2233,2276,2320,2366,2412,2459,2640,2821,2859,2907,2916,2880,2971,2953,2976,3040,2782,2769,2742,2709,2620,2573,2610,2572,2540,2586,2837,2856,3054,2982,3180,3264,3285,3183,3279,3272,3382,3379,3559,3481,3634,3633,3547,3694,3569,3680,3953,4163,4104,4291,4307,4312,4247,4407,4360,4450,4509,4536,4630,4600,4682,4830,4840,4751,4842,4949,4750,4830,4689,4517,4599,4574,4525,4548,4551,4484,4606,4842,4806,4911,4924,4922,4933,4969,4943,4897,5023,5188,5237,5301,5341,5264,5304,5372,5422,5361,5462,5742,5773,5724,5702,5696,5651,5640,5554,5480,6211,6564,6482,6593,6985,7128,7224,7328,7196,7749,6710,6825,6335,6165,5863,5629,5226,5404,5336,5840,5698,5121,5394,5247,5142,5063,5087,5517,5416,4690,4971,4833,4547,4788,5643,5294,5531,5343,5174,4956,4980,4973,5261,4977,5893,5436,6016,7411,6148,6007,5301,4768,5131,6080,5407,4894,5336,4597,4883,5277,5491,5282,5656,5119,5400,5535,4409,4234,3847,3789,3441,3555,3543,3627,3528,3429,3227,3025,2823,2621,2420,2317,2215,2112,2010,1908,1786,1663,1541,1419,1297,1189,1080,972,863,755,706,658,610,561,513,456,400,343,287,230,174,117,60,4,-52,-115,-178,-241,-304,-367,-431,-494,-557,-620,-683,-813,-943,-1073,-1203,-1332,-1462,-1592,-1722,-1852,-1981,-2092,-2203,-2314,-2425,-2536,-2647,-2757,-2868,-2979,-3090,-3178,-3266,-3354,-3443,-3531,-3619,-3707,-3795,-3883,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972,-3972
